Realidad_Default,Probabilidad_Estimada,Prediccion_Modelo
0,0.3119039092122039,0
0,0.3479971724654735,0
0,0.28225033650422376,0
0,0.2899290021063733,0
0,0.3903233280272754,0
0,0.38942106593043957,0
1,0.2237040951756205,0
1,0.5595963859701439,1
0,0.4454451034503309,0
0,0.17231479961140894,0
0,0.3475994186085167,0
1,0.4781507288273943,0
0,0.3234299508916419,0
0,0.1611705554295736,0
0,0.4012161477449218,0
0,0.2751491908845216,0
0,0.22391929797570598,0
0,0.15560073353336662,0
1,0.3586560470958894,0
0,0.20374685837531334,0
0,0.18932511237566338,0
0,0.27359536604965234,0
0,0.4615061832918854,0
0,0.6040646199284777,1
0,0.3214638284637877,0
0,0.38161855635461917,0
1,0.4568252062888656,0
1,0.5957398762222906,1
0,0.34025439339981284,0
1,0.5391809405375659,1
0,0.19073812831850534,0
0,0.36222986206752145,0
0,0.5729565585707634,1
0,0.2098445379273688,0
0,0.5174126337430017,1
0,0.24531253531810449,0
0,0.13456198599713418,0
0,0.2313713627160299,0
0,0.39170005910622846,0
0,0.2232395199984105,0
0,0.33075431828949,0
1,0.41067993328745067,0
1,0.20586724188697594,0
0,0.36431462494108807,0
0,0.4701045493616281,0
0,0.22262671014001736,0
1,0.4313480834297,0
0,0.2612183123983915,0
0,0.34709661954414495,0
1,0.19467749399240664,0
0,0.45064400951304734,0
0,0.15602932712320625,0
0,0.17177875198144893,0
0,0.1325645491182206,0
0,0.25019236753433577,0
0,0.394627686218768,0
0,0.2775816394951741,0
0,0.2873523945764701,0
1,0.36272147918889175,0
1,0.35665717699969696,0
0,0.24644275297590792,0
0,0.39867311273612577,0
0,0.24684570780274878,0
0,0.17047669713698105,0
0,0.4609591395784666,0
0,0.13204338592255577,0
0,0.11575335134576623,0
1,0.3483234521005183,0
1,0.2128364836911096,0
1,0.21066501295270673,0
0,0.20107798834928592,0
1,0.23842775481760925,0
1,0.621714271013753,1
1,0.2868986756226873,0
0,0.22310007827360973,0
0,0.2500093141211344,0
1,0.4945913553424983,0
0,0.31386351442707927,0
0,0.24227356461257782,0
0,0.5753526054624749,1
0,0.29427806478273016,0
0,0.4201678418463228,0
0,0.4721636430727372,0
0,0.31749799709967313,0
0,0.2864704824964276,0
0,0.32282989201777523,0
0,0.39180533971225434,0
0,0.38706990384219553,0
0,0.34969665569740116,0
0,0.2741276818724916,0
0,0.1746439398404277,0
0,0.22569519855230058,0
0,0.26996179707361656,0
0,0.33045338088043785,0
1,0.30860397836607834,0
0,0.11143014648382728,0
1,0.6102264215462934,1
0,0.2713568890093906,0
0,0.32868978274081895,0
1,0.3326291049944803,0
1,0.30311580417262984,0
0,0.4771402331803949,0
0,0.31881777460009103,0
0,0.3204187408104797,0
1,0.37373259679347304,0
1,0.35235925794439654,0
1,0.37160862308535764,0
0,0.1731462727897377,0
1,0.3794190578593179,0
0,0.2786883778404945,0
0,0.3752012343338478,0
1,0.2538643597206358,0
1,0.48374049238112854,0
1,0.6182306752661636,1
1,0.4112989107928447,0
1,0.5388976307550061,1
0,0.37930038697487317,0
1,0.28285321368008215,0
1,0.38492919866016145,0
1,0.3256486673137954,0
0,0.16509384321072,0
1,0.41157857797218944,0
0,0.2597838391451806,0
0,0.3393418140580278,0
0,0.2684637995480421,0
0,0.3331714286056113,0
0,0.3044300031395383,0
0,0.19042975489097963,0
0,0.29191687771123276,0
1,0.2593067168021163,0
1,0.5290088807501373,1
0,0.3181671895089106,0
0,0.41766265731759356,0
0,0.22440664129065316,0
0,0.2427448742496572,0
0,0.3275372444187464,0
0,0.24292903554053794,0
1,0.44198700220086506,0
0,0.3753143804590769,0
0,0.43628873662677675,0
0,0.4858682510347209,0
0,0.3926575258683215,0
0,0.43588901739615343,0
0,0.3043180235264184,0
0,0.39844672414211,0
0,0.5062069879152857,1
0,0.2870483617887436,0
0,0.34557598246772153,0
0,0.16216560891528672,0
0,0.3082552597723632,0
0,0.31687609770071196,0
0,0.2197571180894684,0
0,0.26484447044545034,0
0,0.16509118519406982,0
0,0.2453468445974677,0
0,0.3235152578375785,0
0,0.349591035825903,0
1,0.5869763441768164,1
1,0.33516777332539727,0
0,0.6007758054918004,1
1,0.34193094116137795,0
1,0.5327392860764399,1
0,0.18108929730054246,0
0,0.31318584141422345,0
0,0.21899609853907984,0
0,0.516484630406081,1
0,0.4116126690405575,0
0,0.20350656372530326,0
0,0.5734901802794959,1
0,0.5967495609611365,1
0,0.23897806185230497,0
1,0.2963385139484206,0
1,0.2889164296222776,0
1,0.43584065806659666,0
0,0.20491998944846013,0
0,0.44949367131581786,0
0,0.20358129000705105,0
1,0.34904576337371546,0
0,0.3548288446815402,0
1,0.3622651337200557,0
1,0.30150658511997197,0
0,0.2888908705378165,0
0,0.2814957118185689,0
0,0.3634452299559794,0
1,0.5486868115043879,1
1,0.4457279840823532,0
0,0.6173426426359163,1
0,0.39162177773642315,0
0,0.37132223240555573,0
1,0.6136527270859511,1
0,0.39470108027185274,0
0,0.4845554710462313,0
0,0.3842557265851251,0
1,0.5441538814900955,1
0,0.2991005086291003,0
0,0.3355922304470465,0
1,0.24493271959232354,0
0,0.27698610329685375,0
0,0.20883775818751807,0
1,0.2906808676169086,0
0,0.2190523149664604,0
0,0.07556182326414418,0
0,0.37389390965424174,0
1,0.24332096677975654,0
0,0.376793709557331,0
0,0.26825608910875076,0
0,0.6274427196225318,1
0,0.3033919597040642,0
0,0.5416544395661238,1
0,0.2970288376064611,0
0,0.10410162245068362,0
0,0.42423589749970064,0
1,0.29630268931768555,0
0,0.26236437544954766,0
1,0.37638888233688034,0
0,0.3533282034500168,0
1,0.2487503743179418,0
0,0.48650399502561503,0
0,0.20649992594509892,0
0,0.3514978210742384,0
1,0.5957878799435414,1
0,0.32089513886276805,0
1,0.4576502583874069,0
1,0.41105621714124524,0
0,0.26264477334520747,0
0,0.4400291951457918,0
0,0.3534306068540189,0
0,0.2116263736397994,0
0,0.3387154759461526,0
0,0.20773810260467318,0
0,0.35974344118970547,0
0,0.2898444225444345,0
0,0.44668535992963326,0
0,0.5973276891243313,1
1,0.6607763411858947,1
0,0.34572624077612724,0
0,0.36188078789206435,0
0,0.4879641564888751,0
1,0.3382840911916276,0
0,0.30901674140342633,0
0,0.48604751669107493,0
0,0.5293181440287476,1
0,0.5985066903107635,1
0,0.16025872228085242,0
1,0.6190936274132547,1
0,0.3804909001683252,0
0,0.2683439732575229,0
1,0.4567032118634916,0
1,0.4530141378813066,0
0,0.24102832890319537,0
0,0.5644883006401149,1
0,0.14104131317213248,0
0,0.3017846129662132,0
1,0.5850722963827409,1
0,0.4478658367933497,0
1,0.38209489935359203,0
0,0.4118842681698095,0
0,0.16055568248226254,0
0,0.32024759364662975,0
0,0.2676624997377122,0
0,0.40805232113322765,0
0,0.2660361966495758,0
0,0.27578631442217905,0
0,0.25362855806945556,0
0,0.27387155816842407,0
0,0.1684476880406338,0
0,0.2327704824737118,0
0,0.36090843484694324,0
0,0.2593052041628378,0
1,0.6000217235624412,1
0,0.3352278717226771,0
0,0.33383031834445087,0
0,0.39117332790895176,0
0,0.14296364744540416,0
0,0.18567416627179484,0
0,0.18788490912678157,0
0,0.2484573343136106,0
0,0.42056691777872174,0
1,0.5642375096633867,1
0,0.35548577380707486,0
0,0.4442626128272585,0
0,0.3569518005442822,0
1,0.6023074416710805,1
0,0.5539504176040526,1
1,0.2595537146160109,0
0,0.33096799354978734,0
0,0.37819068144614965,0
0,0.22857909413474395,0
0,0.1844836876368784,0
0,0.4060244456438405,0
0,0.3538952881035854,0
0,0.4828620258735398,0
0,0.1725694282867707,0
0,0.3162953977561107,0
1,0.39390789072916016,0
1,0.28800279936255235,0
1,0.36148259345912154,0
0,0.41983951857854135,0
0,0.22399438618309586,0
0,0.37486110208221196,0
1,0.36221574728842204,0
0,0.23064406877295135,0
0,0.25249182442903245,0
0,0.615144960430388,1
0,0.44616961136956584,0
0,0.4070990905471629,0
0,0.5929719988078432,1
0,0.2932871718826636,0
0,0.37534966187576435,0
0,0.2602095903994552,0
1,0.28569018432993615,0
0,0.3699240597321078,0
0,0.4314751974219766,0
0,0.2309139722454406,0
0,0.08410155978420814,0
0,0.390880069584644,0
0,0.34049182375160697,0
0,0.3437197471227328,0
0,0.14644266643018386,0
0,0.2520790760404007,0
0,0.3146991918431041,0
0,0.3998736744184099,0
0,0.35171945678899924,0
0,0.26335972287005344,0
0,0.5055948988727611,1
0,0.4458272021792128,0
0,0.21985823887330486,0
0,0.2865102093842841,0
0,0.3484669233255546,0
0,0.40819063769088443,0
0,0.30586476694521886,0
0,0.524475644725217,1
0,0.5899129643185119,1
0,0.31745692572902806,0
0,0.31550925661020907,0
0,0.35248856524757827,0
0,0.5812300203694698,1
0,0.35171741106151344,0
0,0.29412644939391774,0
1,0.3055912521250562,0
1,0.2737894956599282,0
1,0.32159348826808687,0
1,0.6794932844033894,1
0,0.2658467172303861,0
1,0.4880764065677015,0
0,0.40128519692060083,0
0,0.475920451246227,0
1,0.43464412093739396,0
1,0.3092878039305734,0
0,0.2579790527896852,0
1,0.4473648909389029,0
0,0.3818418922637625,0
0,0.26069276952515635,0
0,0.26956459550493017,0
0,0.39994973911507936,0
0,0.19177954803372313,0
1,0.41493964804164063,0
0,0.3102383656250143,0
1,0.250350512650377,0
0,0.3402426885851834,0
0,0.36804104205469523,0
1,0.6094006113652192,1
1,0.3363003097992749,0
1,0.2493855580329711,0
0,0.18019173592221457,0
0,0.13887918845781255,0
0,0.33925065282004974,0
0,0.3872444192539429,0
0,0.28405812931688973,0
0,0.49893286479596055,0
0,0.28650195260347966,0
1,0.41615244919471367,0
0,0.31599137250552806,0
0,0.24815080727265681,0
1,0.34887574058708604,0
0,0.2806106609784774,0
0,0.5584762735406442,1
0,0.2478749963250546,0
0,0.3519827882802853,0
1,0.4477473067196028,0
1,0.3538158273469048,0
0,0.508286044257224,1
0,0.4048535319514951,0
0,0.6443123865285822,1
0,0.39524827958081743,0
0,0.4002889750959073,0
0,0.40239912776678144,0
0,0.5183925191514783,1
1,0.24017610104372866,0
0,0.38325378488956274,0
0,0.22903799938136518,0
0,0.1909444847772034,0
0,0.17473806942506578,0
0,0.19813692627065713,0
0,0.25512578569898686,0
0,0.6451730360816503,1
0,0.26980267692275783,0
1,0.4111581245835619,0
0,0.2809363933685782,0
0,0.270048064686864,0
0,0.3242308632549342,0
1,0.4653264315991435,0
0,0.420886905042649,0
0,0.3417633685724929,0
0,0.2423065431529728,0
0,0.43940731538970773,0
0,0.2810796042015547,0
1,0.4834027158545717,0
0,0.19314559461571498,0
1,0.5351231044052125,1
0,0.2842455331764815,0
1,0.44963636909108345,0
0,0.2599946610550203,0
1,0.27585756958142815,0
0,0.3579930321808204,0
0,0.45146124503534496,0
0,0.36379523744426934,0
1,0.46711879546764545,0
0,0.24429503698437047,0
1,0.4008143203854304,0
0,0.1823720416233837,0
1,0.37125272758429767,0
0,0.3493457057557414,0
1,0.2837591581547427,0
1,0.5845605677179476,1
1,0.47161809925743603,0
0,0.3811736930000986,0
0,0.15199388274408093,0
0,0.4458594068326077,0
0,0.43116834797745646,0
0,0.21358849953799844,0
0,0.39283844434984877,0
0,0.30740203571857555,0
1,0.18649181792137703,0
0,0.30915056671810714,0
0,0.15674800427739732,0
0,0.39437189297390485,0
0,0.3992982485234379,0
0,0.3535768867350943,0
0,0.5948806903699115,1
0,0.3332662662026821,0
0,0.477199294022967,0
0,0.2066702253574473,0
1,0.523706033857989,1
1,0.30390115583152116,0
0,0.18591002314798324,0
0,0.24372396274667732,0
1,0.3557886088855043,0
1,0.5215861448464576,1
1,0.3417158736850726,0
1,0.5384818370698714,1
0,0.314487693915257,0
0,0.22836612376571608,0
1,0.279951377842638,0
0,0.5244253743776833,1
0,0.2517212640126281,0
0,0.22866457826356273,0
0,0.2742972458041965,0
1,0.43859508083545656,0
0,0.340856821292792,0
1,0.3161447532951475,0
1,0.34802508333948134,0
0,0.46603911597688735,0
0,0.40760472622199345,0
0,0.11100433805144276,0
1,0.4195040824192205,0
0,0.1734604868154138,0
0,0.19582368502315142,0
0,0.20725469551563527,0
0,0.2854634425899819,0
0,0.31818591350988246,0
0,0.24634447194492878,0
0,0.3723254856580746,0
0,0.40681585322759145,0
1,0.24394864246587553,0
0,0.23049377053891568,0
0,0.2698718619439919,0
0,0.368805862072205,0
1,0.5159485246507045,1
0,0.27104182064765436,0
0,0.2663361206787562,0
0,0.4223497172343055,0
1,0.3632212123873353,0
0,0.37853819451326387,0
0,0.1888645161135917,0
0,0.30098634848285377,0
0,0.2739326036058854,0
0,0.41898545837239554,0
0,0.2449851978869656,0
0,0.18724250057482453,0
0,0.5341427761308671,1
1,0.30981184625151115,0
1,0.3706937554491017,0
0,0.3404967802872892,0
0,0.20695739954912595,0
0,0.38652680969650044,0
0,0.44209745838220693,0
0,0.4894571898065814,0
0,0.2539678836451809,0
0,0.394357060243345,0
1,0.38766205755637606,0
0,0.3989525513218741,0
0,0.23194170137088763,0
0,0.1781066279297628,0
1,0.3699986994841922,0
1,0.6085110809990291,1
0,0.32086571512776957,0
0,0.31500477087908196,0
0,0.0962849799454422,0
0,0.4182929683954128,0
0,0.2102247386904723,0
0,0.16665556311676505,0
0,0.18803003096670792,0
0,0.4285058866870973,0
1,0.40809875206455054,0
0,0.2788329983206648,0
0,0.2789597084600206,0
0,0.44868940618434744,0
0,0.3052807415789048,0
1,0.38806364036374724,0
0,0.2594143600445161,0
1,0.2594809695784095,0
1,0.2862284880862578,0
0,0.3642887425924025,0
0,0.1443637397685263,0
0,0.5427115904516949,1
0,0.27529339723063406,0
1,0.27459000722929305,0
0,0.15343925655920887,0
0,0.16650634088200061,0
0,0.38232136206205175,0
0,0.2145054733660432,0
1,0.5618968564646039,1
0,0.42625916970589295,0
0,0.4284417529897844,0
0,0.20022255682296153,0
0,0.18901569351996403,0
0,0.4439110635722983,0
1,0.5595412083414896,1
0,0.27956144125090515,0
0,0.2814309607551248,0
0,0.18874952580972104,0
0,0.35102232386070353,0
0,0.3269599439147761,0
1,0.4602151468274681,0
0,0.11746765952949571,0
0,0.18507837494696336,0
1,0.353112920780925,0
0,0.32509031863857957,0
0,0.24323853633502485,0
0,0.3123753449430034,0
0,0.2934984345168152,0
0,0.37295712601891745,0
0,0.38243011453505654,0
0,0.28383682897027684,0
0,0.3653111651366666,0
0,0.2765135104934111,0
0,0.23975179548037104,0
1,0.3958123138464104,0
0,0.43790569639219723,0
0,0.2596764101490322,0
0,0.23776088072103307,0
1,0.21581173060707207,0
0,0.30678734237398425,0
0,0.38819957286400464,0
0,0.17671487250447204,0
1,0.4594172932541521,0
1,0.36234454487615897,0
0,0.43925559658812546,0
0,0.25986436216066183,0
0,0.10975844862092929,0
0,0.19916155832689725,0
0,0.29024303639131843,0
0,0.5283693839208062,1
1,0.27414486424100715,0
0,0.5515588052385901,1
0,0.2706032900055568,0
0,0.31447382720886774,0
1,0.32914195193896406,0
0,0.3179741199015264,0
0,0.20295685895289034,0
1,0.2674846271549798,0
0,0.3732023702199385,0
0,0.31044972004875643,0
0,0.3060989102293815,0
0,0.34054399393681073,0
0,0.5293236608168982,1
0,0.3605282532257072,0
0,0.36162756268538826,0
0,0.3988865567395961,0
0,0.3607499857923156,0
0,0.3138843184467755,0
0,0.5476237625179218,1
1,0.28476853660117024,0
0,0.266733302720344,0
0,0.4708982354092607,0
1,0.5226368886981289,1
0,0.23944740726723737,0
0,0.1992096299814046,0
0,0.40818748410075456,0
0,0.3056029628495904,0
1,0.3492205473353529,0
0,0.40739939024028543,0
0,0.32009212760141614,0
0,0.5559382775930442,1
0,0.4231005495478918,0
1,0.4801298225303407,0
1,0.5166695700983789,1
0,0.20630337425249295,0
1,0.2014615611254241,0
1,0.3303173721021297,0
0,0.3305689374114491,0
0,0.3673063223989443,0
0,0.3881997339605494,0
0,0.4259432485644064,0
0,0.29005809767519936,0
1,0.40910300304624786,0
0,0.4671989410864321,0
0,0.20848232293416466,0
1,0.5955926022271478,1
0,0.509585358244767,1
0,0.2697647068381115,0
0,0.2318769437255452,0
0,0.15735760015836334,0
0,0.4262832346256134,0
1,0.6166303975053942,1
0,0.4859304747873129,0
1,0.3292533079966787,0
0,0.32698833882375844,0
0,0.1292449513672346,0
0,0.16817679912403316,0
0,0.4563791157586066,0
0,0.25632235534690634,0
1,0.24823152838436388,0
0,0.3766823468917733,0
0,0.11496671363422972,0
0,0.17998804943066546,0
1,0.5975806087138079,1
0,0.12209368306700151,0
1,0.5182337264552647,1
1,0.5318945541417834,1
1,0.3318797878413613,0
0,0.22983989280514855,0
0,0.2850643746652028,0
1,0.1967486768983427,0
1,0.5722260206798722,1
1,0.306253817285476,0
0,0.29214885410644803,0
1,0.3643588940754472,0
0,0.4440713856685761,0
0,0.37196900423033347,0
0,0.19056251182172348,0
0,0.43899394445851675,0
0,0.3874330854905962,0
0,0.30307073500307014,0
0,0.3547180925785148,0
0,0.3464445792120454,0
0,0.29126770049149525,0
0,0.3554038582008935,0
0,0.43588621371812836,0
0,0.44532454146119477,0
0,0.42415961072074215,0
0,0.33979868442438715,0
1,0.43748462964143614,0
0,0.329452232427445,0
1,0.2553445162810997,0
0,0.23853369301138258,0
1,0.2806435644660278,0
0,0.2751068997441031,0
0,0.39039931590140853,0
0,0.3319867575144013,0
0,0.26724163940982065,0
0,0.24720504616459898,0
0,0.2614002105722488,0
1,0.27232280326938607,0
1,0.5974954066924737,1
0,0.3103532391395418,0
0,0.5164345272537745,1
0,0.3309311256520939,0
1,0.31708825684519687,0
0,0.5670455574576588,1
0,0.21434047627909156,0
0,0.5561088761182138,1
0,0.45011193095602,0
0,0.4584517332500305,0
1,0.4468235937836845,0
0,0.3245461723874441,0
0,0.1728942543959045,0
1,0.26564924530160333,0
0,0.21791185020406942,0
1,0.2286640499052018,0
1,0.32051000462520873,0
1,0.557382020753304,1
0,0.21663888584066524,0
0,0.19573451263138852,0
0,0.2716916043234443,0
0,0.1805937316156613,0
0,0.31849869675957104,0
1,0.5375642610972696,1
0,0.3535808490379935,0
0,0.28717020521655606,0
1,0.36273291730176177,0
0,0.2319546886817742,0
0,0.46753261836304005,0
1,0.37074089234281027,0
1,0.3782478454856362,0
0,0.380688629673629,0
1,0.26175896517087943,0
1,0.2644769667490656,0
0,0.46189518122331824,0
0,0.5067615533754561,1
0,0.2377631028495395,0
1,0.2768756494837665,0
1,0.3739461328635658,0
0,0.32167455754877006,0
0,0.09553031543540844,0
0,0.3207466731563792,0
1,0.49735520475333855,0
0,0.3142222704098552,0
0,0.1437130689689923,0
0,0.32361768886116693,0
0,0.27773685309210594,0
0,0.35479826890254723,0
1,0.30730380812915004,0
0,0.3888938980163439,0
0,0.294403704129577,0
1,0.3020935694167317,0
0,0.462822596020018,0
0,0.3393388000235609,0
0,0.20356601995133194,0
0,0.22197972835945393,0
0,0.5441361628696292,1
0,0.33587171819575246,0
0,0.2363678024696538,0
0,0.195487231391975,0
1,0.5714704062261469,1
0,0.28011776330961125,0
0,0.24805493300372153,0
0,0.425642247929652,0
0,0.2944797708442569,0
0,0.36195071631315057,0
1,0.6006008876470573,1
0,0.33449364030187356,0
1,0.31221724354225733,0
1,0.4539322565591171,0
0,0.42029568781606036,0
0,0.3292779442038149,0
0,0.2739037280245085,0
1,0.35263802370593517,0
1,0.22006598902866895,0
0,0.29951746189457895,0
0,0.3242601690847034,0
0,0.17503476113333652,0
0,0.422930033204117,0
0,0.3892785335932706,0
0,0.31658415825016684,0
0,0.2504878309527701,0
0,0.12772482388944226,0
0,0.1756618722713084,0
1,0.541478066143515,1
0,0.5869519137702768,1
0,0.1666975993209891,0
0,0.573084813455878,1
0,0.5632553305152437,1
0,0.3544001814072986,0
0,0.28160205539052163,0
0,0.2696375782182721,0
0,0.09494234542807847,0
0,0.38587198789766075,0
0,0.2748884742338627,0
0,0.6182193819508457,1
